0,-0.135015372649068
0.004,-0.0749578121091655
0.008,0.112164966789184
0.012,0.477478773065893
0.016,1.02290185027087
0.02,1.63314794273794
0.024,2.18208408560458
0.028,2.56149115957021
0.032,2.72948757459624
0.036,2.73935549824461
0.04,2.68481610744804
0.044,2.62878497554848
0.048,2.58978382928787
0.052,2.56197468777037
0.056,2.53092677972661
0.06,2.48031136450731
0.064,2.39720787403964
0.068,2.28041747911969
0.072,2.14846552875059
0.076,2.042621442196
0.08,2.02388989027223
0.084,2.16209348195555
0.088,2.51168010700136
0.092,3.07370800108826
0.096,3.76164604408769
0.1,4.40589806951466
0.104,4.8142431371578
0.108,4.85702148440492
0.112,4.52538552240786
0.116,3.93493491893369
0.12,3.27396577034474
0.124,2.71689658392742
0.128,2.35043791459848
0.132,2.1593759004293
0.136,2.07160852345199
0.14,2.01733148241782
0.144,1.96112515358527
0.148,1.90007249681946
0.152,1.8452231008219
0.156,1.80511310575733
0.16,1.77924574551889
0.164,1.76052482181585
0.168,1.74186157030923
0.172,1.72060872708134
0.176,1.69772854072705
0.18,1.67487035844215
0.184,1.65310064406634
0.188,1.63295411748454
0.192,1.61445111646068
0.196,1.59704296523079
0.2,1.579669091749
0.204,1.56108217772828
0.208,1.54053394521096
0.212,1.51829591691803
0.216,1.49549801058501
0.22,1.47366950726504
0.224,1.45439997868194
0.228,1.43877003689347
0.232,1.42667100875896
0.236,1.41696603740855
0.24,1.40851183020513
0.244,1.40076909260108
0.248,1.39337168942289
0.252,1.38559123376074
0.256,1.37663201466771
0.26,1.36635488625167
0.264,1.35573061372932
0.268,1.34676782357871
0.272,1.34156880846805
0.276,1.34072947193403
0.28,1.34240902094929
0.284,1.34321592511078
0.288,1.34025513011334
0.292,1.33232528753592
0.296,1.31961600422106
0.3,1.30301586985947
0.304,1.28344119085103
0.308,1.2610565439162
0.312,1.2350804860236
0.316,1.2045814649209
0.32,1.16975435460092
0.324,1.13270645299677
0.328,1.09659554688516
0.332,1.06329754088209
0.336,1.03192609915426
0.34,1
0.344,0.965934014129744
0.348,0.930491760939858
0.352,0.896783365702496
0.356,0.868985470390994
0.36,0.849720292718498
0.364,0.838222438071657
0.368,0.831565145505793
0.372,0.827057132439823
0.376,0.823063470009078
0.38,0.818991716592832
0.384,0.815741821497515
0.388,0.815793283239634
0.392,0.822077083671559
0.396,0.836066653102353
0.4,0.856108638821349
0.404,0.877288188773362
0.408,0.893389823880455
0.412,0.899681343938375
0.416,0.894799633439568
0.42,0.881065477304628
0.424,0.862986791512448
0.428,0.844505927468621
0.432,0.827107497425732
0.436,0.81028571410009
0.44,0.793335302418459
0.444,0.776489243237395
0.448,0.760685387430245
0.452,0.746688037548918
0.456,0.734629497168138
0.46,0.7242052158033
0.464,0.714921058195628
0.468,0.706071743727858
0.472,0.696665653551738
0.476,0.685498924816057
0.48,0.671585618239011
0.484,0.654909280312393
0.488,0.636728965022597
0.492,0.618809651104705
0.496,0.602163249744395
0.5,0.586464337820209
0.504,0.570547959487156
0.508,0.553435224310517
0.512,0.535103432156343
0.516,0.516464259651096
0.52,0.498506827031556
0.524,0.481242433382159
0.528,0.463537886666187
0.532,0.444262474118606
0.536,0.423487382584974
0.54,0.402319783374965
0.544,0.381883797958477
0.548,0.362687446392738
0.552,0.344551205664903
0.556,0.326941761867237
0.56,0.30967359918119
0.564,0.293282425529479
0.568,0.278384490551871
0.572,0.264647914228829
0.576,0.250629168839242
0.58,0.234714173121662
0.584,0.21632949597146
0.588,0.196475385523375
0.592,0.177102649201238
0.596,0.159961763240071
0.6,0.14617123493747
0.604,0.136534677554715
0.608,0.131640713377134
0.612,0.131514664520794
0.616,0.135006826678441
0.62,0.139146819175863
0.624,0.139746467173885
0.628,0.134100089753405
0.632,0.12385838762237
0.636,0.115148132479185
0.64,0.115124826912264
0.644,0.12686060129878
0.648,0.146025822336698
0.652,0.162131138196156
0.656,0.163977122850582
0.66,0.145584015731766
0.664,0.108632568045364
0.668,0.0606751566834202
0.672,0.0110829504250567
0.676,-0.032929674134085
0.68,-0.0682417112882872
0.684,-0.0951763210515635
0.688,-0.115749565820404
0.692,-0.132336569562836
0.696,-0.146977017119032
0.7,-0.160985648831981
0.704,-0.174614726492419
0.708,-0.187107901054219
0.712,-0.197562601351791
0.716,-0.205786899531251
0.72,-0.212062657865759
0.724,-0.216450084200465
0.728,-0.219314416018601
0.732,-0.223552977556231
0.736,-0.237081365600984
0.74,-0.272663124282316
0.744,-0.342150434607438
0.748,-0.445802791681501
0.752,-0.56244975326666
0.756,-0.646205307555091
0.76,-0.63130847744828
0.764,-0.446869973453525
0.768,-0.0451349939096326
0.772,0.561137209679516
0.776,1.27361357147618
0.78,1.92251560918801
0.784,2.32497728715121
0.788,2.36194672505047
0.792,2.03316706313262
0.796,1.45797725726309
0.8,0.819615657361945
0.804,0.283561974306887
0.808,-0.0664725511771048
0.812,-0.241724496770903
0.816,-0.309947958347359
0.82,-0.340742565912709
0.824,-0.372563707840031
0.828,-0.410945242776204
0.832,-0.44488413010319
0.836,-0.464138497632189
0.84,-0.467145266667996
0.844,-0.459297340785093
0.848,-0.447398385809571
0.852,-0.435635685172018
0.856,-0.424627855299928
0.86,-0.41292688648643
0.864,-0.399378948742088
0.868,-0.383885172752833
0.872,-0.366000700597875
0.876,-0.343599910847701
0.88,-0.313164284158216
0.884,-0.271281365768013
0.888,-0.216424219561629
0.892,-0.150099653615411
0.896,-0.0768732764223107
0.9,-0.0031337059951184
0.904,0.0653441464517198
0.908,0.12553892148874
0.912,0.177046819668707
0.916,0.220286668402083
0.92,0.255348683009995
0.924,0.282281766465888
0.928,0.301896082991489
0.932,0.316013521990993
0.936,0.327034097921641
0.94,0.337236969938713
0.944,0.347931681472576
0.948,0.358942074633603
0.952,0.369097299058524
0.956,0.377159011137794
0.96,0.382336465140008
0.964,0.384362122263495
0.968,0.383169931388922
0.972,0.378716936433804
0.976,0.371409404150367
0.98,0.36203039464333
0.984,0.35074139569169
0.988,0.336634077268003
0.992,0.318347450589657
0.996,0.294798918332561
1,0.265640289575308
