Start_s,End_s,Energy,Variance,Kurtosis,ArtifactFlag
0.00277777777777778,0.8,0.820632395058415,0.82325197644389,25.0981630665631,0
0.252777777777778,1.05,1.31927991798315,1.31025139998168,25.5272639370049,0
0.502777777777778,1.3,1.30298842299161,1.28802445937397,26.0377475709873,0
0.752777777777778,1.55,1.31686437916626,1.30130850057506,25.4800988555139,0
1.00277777777778,1.8,1.32426561828559,1.29615464395901,25.0593482614007,0
1.25277777777778,2.05,1.04522802788655,1.03266202123189,26.6099241898492,0
1.50277777777778,2.3,1.02272479594189,1.00030090367979,27.7042364085085,0
1.75277777777778,2.55,1.0126823241657,0.997408040284908,28.3097056647515,0
2.00277777777778,2.8,0.955088435509517,0.942304732766455,26.1979499214188,0
2.25277777777778,3.05,0.944163485098522,0.924673008978148,26.75382071335,0
2.50277777777778,3.3,0.946432559405676,0.92572632774206,26.6195444139004,0
2.75277777777778,3.55,0.790588838309071,0.769152163247921,28.2775605305469,0
3.00277777777778,3.8,0.815122567636898,0.80768933928757,26.735834320357,0
3.25277777777778,4.05,0.835559297550332,0.820710310393549,25.2981738430784,0
3.50277777777778,4.3,0.941292942496343,0.923652275118512,25.4631643374358,0
3.75277777777778,4.55,0.954065000143062,0.939684136472863,24.8169597665283,0
4.00277777777778,4.8,0.95037193622096,0.941109885617099,25.1072813338297,0
4.25277777777778,5.05,1.05080419481806,1.04427266827478,27.4314135986471,0
4.50277777777778,5.3,1.49731416728767,1.4900723701863,15.9685571077989,1
4.75277777777778,5.55,1.84812124827601,1.70025013921629,14.5400832388669,1
5.00277777777778,5.8,2.71545365062336,2.61469611369964,11.2020130658953,1
5.25277777777778,6.05,1.44833945364635,1.37958469572775,18.6514889769056,1
5.50277777777778,6.3,0.981331854785589,0.981857824333566,28.9586370163477,0
5.75277777777778,6.55,0.0750777934737398,0.074799401739092,2.88714110943686,0
6.00277777777778,6.8,1.15994783967239,1.1105025423929,28.0031993882478,0
6.25277777777778,7.05,1.19884011668778,1.19385963414658,26.4681552623832,0
6.50277777777778,7.3,1.19895399669783,1.18625378571705,26.2284583050549,0
6.75277777777778,7.55,1.04116790107771,1.02355688772267,26.4249270295813,0
7.00277777777778,7.8,1.02443289752673,1.00303298283033,27.2686829768716,0
7.25277777777778,8.05,1.02374942243919,1.00637725261162,27.331518648728,0
7.50277777777778,8.3,1.01577964107301,0.992625878761515,27.7188995287477,0
7.75277777777778,8.55,0.953227335002533,0.936561739324699,27.5212952099841,0
8.00277777777778,8.8,0.944860365503216,0.93129138200212,28.0523843457427,0
8.25277777777778,9.05,0.943667513385097,0.932073502750681,28.1582998738415,0
8.50277777777778,9.3,0.833764606247872,0.821244798418365,27.8710319458791,0
8.75277777777778,9.55,1.17983076555632,1.17974826488526,16.7439556907105,0
9.00277777777778,9.8,1.17449135294194,1.17462500083767,16.8677785708175,0
9.25277777777778,10.05,1.1732636142793,1.16891346665872,16.6746840822631,0
9.50277777777778,10.3,1.04719585181241,1.0505251321697,19.1047536220847,0
9.75277777777778,10.55,0.835336518189764,0.832159536924436,26.9462508276717,0
10.0027777777778,10.8,1.05622241281625,1.03740355645535,26.5134667428026,0
10.2527777777778,11.05,1.03090506146077,1.0085499025501,27.8189176289938,0
10.5027777777778,11.3,1.03748003807927,1.01245497553813,27.4542753877182,0
10.7527777777778,11.55,0.117824014421982,0.117742387494704,3.23418389877805,0
11.0027777777778,11.8,1.00006243913528,0.98082040805871,26.3271695760689,0
11.2527777777778,12.05,1.00736759486946,0.990296028478016,25.9549597282733,0
11.5027777777778,12.3,1.01273467806426,0.988843209135513,25.6426209268065,0
11.7527777777778,12.55,0.872457840772872,0.846963995019718,26.0388124216152,0
12.0027777777778,12.8,0.882668096312006,0.873547281423056,25.5661453822991,0
12.2527777777778,13.05,1.06145440971292,1.03207564692839,18.0574669749973,0
12.5027777777778,13.3,2.81746621973149,2.23292927504649,8.99624907656129,1
12.7527777777778,13.55,3.31412020934386,2.1412410072868,8.06453320982309,1
13.0027777777778,13.8,3.55499317419137,2.50116026358386,6.44118793657688,1
13.2527777777778,14.05,1.23440758902491,1.06096903676713,4.05235476232331,0
13.5027777777778,14.3,1.33684643940013,1.31813261253182,16.9571069443334,0
13.7527777777778,14.55,1.03289389838801,1.01333912987959,27.5366181760111,0
14.0027777777778,14.8,1.03670220324448,1.01876563426164,27.3422267352101,0
14.2527777777778,15.05,0.825897133794035,0.815324132166586,26.1147368116228,0
14.5027777777778,15.3,0.812538524850562,0.794774672227756,26.9086050716702,0
14.7527777777778,15.55,0.792376825470333,0.781328313758152,28.3776229277503,0
15.0027777777778,15.8,1.45466002754091,1.42484347476293,25.529633409948,1
15.2527777777778,16.05,1.4885767766433,1.47553743061938,24.5711871256775,1
15.5027777777778,16.3,1.50409793377932,1.48551735212505,23.9669010984736,1
15.7527777777778,16.55,0.983472089087241,0.974502995373416,26.6789427840662,0
16.0027777777778,16.8,0.970663806068392,0.958314899745692,27.3096171064213,0
16.2527777777778,17.05,0.967110051608315,0.956333271042767,27.5447370088783,0
16.5027777777778,17.3,1.17551158381624,1.15837610027454,26.9318903899398,0
16.7527777777778,17.55,1.15691658138517,1.13339125521032,27.7569325229468,0
17.0027777777778,17.8,1.16870370754484,1.1441469905525,27.1835595341121,0
17.2527777777778,18.05,1.11430525142357,1.08666194436591,29.9033409765635,1
17.5027777777778,18.3,1.40387989630077,1.24287969371126,15.7297952513196,1
17.7527777777778,18.55,1.40372685821894,1.27141202463678,15.4549564383183,1
18.0027777777778,18.8,1.40457911290007,1.26239859182069,15.5245805952723,1
18.2527777777778,19.05,0.963337305650307,0.940717833173044,27.3036400763088,0
18.5027777777778,19.3,0.990547529219696,0.981761932935839,25.9824284753513,0
18.7527777777778,19.55,0.998570393987626,0.987161102871497,25.5007457634263,0
19.0027777777778,19.8,1.06420187353161,1.05036539426574,26.6134329237842,0
19.2527777777778,20.05,1.05846422662052,1.04148621200868,26.8626896140078,0
