Start_s,End_s,Energy,Variance,Kurtosis,ArtifactFlag
0.004,0.800000000000001,2.14681252787394,1.05596852280659,4.75399781113639,1
0.252,1.048,0.49776062480731,0.335629375119813,3.28037258630518,1
0.5,1.296,0.193116637561638,0.192512305214782,12.8260499891596,1
0.748000000000001,1.544,0.324483641065243,0.325997382756043,11.1462688281989,1
0.996000000000001,1.792,0.180135269844783,0.175311471444597,26.0011437499818,0
1.244,2.04,0.172575605501755,0.169391852180226,27.2700028881411,0
1.492,2.288,0.220061166333151,0.220399019776713,22.9986639936934,1
1.74,2.536,0.20656889060797,0.204809752403921,25.3018377190507,1
1.988,2.784,0.210370020974998,0.19407795524637,24.7886535223319,1
2.236,3.032,0.186941977801563,0.179322264071179,24.1486476739816,0
2.484,3.28,0.185870368884245,0.178363583520844,24.4267319379142,0
2.732,3.528,0.175801576105761,0.173721736680254,27.4183533607973,0
2.98,3.776,0.160233481490473,0.156004528915412,27.1841188484226,0
3.228,4.024,0.158709514644509,0.155378781780507,27.7300390839454,0
3.476,4.272,0.158895317795314,0.155870771784336,27.6748046780479,0
3.724,4.52,0.182503568705386,0.179186055360301,27.5710752553468,0
3.972,4.768,0.185671555397219,0.178124972839617,26.6613182063842,0
4.22,5.016,0.184741923082886,0.175388046141669,27.0658498756926,0
4.468,5.264,0.178066182478166,0.172511176851524,27.0026540357933,0
4.716,5.512,0.174409200848593,0.172571945031068,28.2970081170518,0
4.964,5.76000000000001,0.17400387889882,0.170244286793919,28.3035011561835,0
5.21200000000001,6.00800000000001,0.182120005830824,0.178196399593084,27.9123515859265,0
5.46000000000001,6.25600000000001,0.181797631638362,0.176049072461266,28.0257220252464,0
5.70800000000001,6.50400000000001,0.181626597116754,0.175695755580647,28.0864386867409,0
5.95600000000001,6.75200000000001,0.181923295545559,0.176714677564859,27.822755238528,0
6.20400000000001,7.00000000000001,0.180899484164389,0.176157075993406,28.1412635295192,0
6.45200000000001,7.24800000000001,0.18100059058428,0.176101483140451,28.1104170502369,0
6.70000000000001,7.49600000000001,0.178813320577487,0.173948278972404,25.2921732762289,0
6.94800000000001,7.74400000000001,0.169594920790774,0.165521091789592,27.9961985521161,0
7.19600000000001,7.99200000000001,0.169113186059164,0.163065589019262,28.2097443907923,0
7.44400000000001,8.24000000000001,0.176464024208435,0.172219966499104,27.8290177877084,0
7.69200000000001,8.48800000000001,0.175732386784915,0.17237977994852,28.0857056843011,0
7.94000000000001,8.73600000000001,0.176027020043818,0.172157126937797,27.9752412555181,0
8.18800000000001,8.98400000000001,0.191234263482634,0.188049367585723,27.7422224815827,0
8.43600000000001,9.23200000000001,0.19068460767185,0.18505518360043,27.8698495388361,0
8.68400000000001,9.48000000000001,0.189958873563269,0.18312537019056,28.1301591053106,0
8.93200000000001,9.72800000000001,0.183385800113933,0.178675929005927,27.928649880889,0
9.18000000000001,9.97600000000001,0.183321489315099,0.178309186998353,27.9505444991852,0
9.42800000000001,10.224,0.183237685992284,0.17759982958577,27.9892499450131,0
9.67600000000001,10.472,0.182888038994356,0.176808665415177,28.106170476031,0
9.92400000000001,10.72,0.182436478326358,0.176358659813891,28.249478072182,0
10.172,10.968,0.182546845064063,0.176703392463245,28.2057758541052,0
10.42,11.216,0.18464400517251,0.179557937805289,27.5413382312019,0
10.668,11.464,0.166218812889885,0.160723257252678,28.2094079153624,0
10.916,11.712,0.165816688506533,0.160632922379317,28.3393688827988,0
11.164,11.96,0.169208279567509,0.164888818073357,27.1873804689926,0
11.412,12.208,0.181148294147629,0.174145038391546,27.8590702341245,0
11.66,12.456,0.179912361059812,0.174654354492767,28.1875779684045,0
11.908,12.704,0.181747773427558,0.177702166321269,27.6144932570702,0
12.156,12.952,0.189808923137011,0.183258805447681,28.0057447875351,0
12.404,13.2,0.188293949110027,0.182747308189686,28.4419730825854,0
12.652,13.448,0.189219607266267,0.184161748827321,28.1529859541287,0
12.9,13.696,0.183658744820062,0.17744432578632,27.67709263683,0
13.148,13.944,0.181969476721644,0.177243747937564,28.1744472047909,0
13.396,14.192,0.182438383872042,0.177255822403898,28.0311240637029,0
13.644,14.44,0.184640911760983,0.176939375415687,27.6744176403577,0
13.892,14.688,0.183491947695081,0.178660450491654,27.9263588571672,0
14.14,14.936,0.254914888571113,0.2461138135198,19.071419833273,1
14.388,15.184,0.169028130667606,0.163457800169317,27.4122250171529,0
14.636,15.432,0.166340092178996,0.161378335060595,28.3149173057399,0
14.884,15.68,0.334538765481745,0.313634877776694,13.6783982860128,1
15.132,15.928,0.174321578064081,0.169528207570412,27.6468244392527,0
15.38,16.176,0.173291464277939,0.168977732765848,27.9832496593183,0
15.628,16.424,0.347370068372301,0.327763356648397,13.9980678030983,1
15.876,16.672,0.184695171079137,0.180842136831138,27.8971374161759,0
16.124,16.92,0.184164273813345,0.178385361063728,28.0714898172154,0
16.372,17.168,0.187185277675661,0.18198694634977,27.8710394462655,0
16.62,17.416,0.187230493860818,0.182075927631107,27.8564981615556,0
16.868,17.664,0.18693878446922,0.181662275677715,27.9476216562417,0
17.116,17.912,0.125437353333112,0.123253988234987,44.9770646256219,1
17.364,18.16,0.191064920887065,0.183715275075798,28.2380012081963,0
17.612,18.408,0.191402942209813,0.184781952787942,28.1004239891274,0
17.86,18.656,0.190887085257331,0.184668901430061,28.2431692931237,0
18.108,18.904,0.169034235190906,0.164638746453752,28.0002982766731,0
18.356,19.152,0.168789534764181,0.16242773830493,28.1517880554237,0
18.604,19.4,0.169384028191489,0.162492639770018,27.9797652884403,0
18.852,19.648,0.17902055768141,0.173399587983681,27.8976714917482,0
19.1,19.896,0.178750218437614,0.173645659464458,27.9722419275162,0
19.348,20.144,0.179169284998395,0.173428794699464,27.8535539087051,0
19.596,20.392,0.187537219391572,0.182905059224621,27.9053287528122,0
19.844,20.64,0.186590072371374,0.181463833587874,28.1993248106946,0
20.092,20.888,0.186592080363611,0.181428642779745,28.1991550538407,0
20.34,21.136,0.186867694635745,0.183066203854835,28.0737411471487,0
20.588,21.384,0.186832831545169,0.182353843326217,28.0716444552612,0
20.836,21.632,0.188072448763015,0.182468776726937,27.7018227484825,0
21.084,21.88,0.189243275543074,0.185933393356775,27.4398547212472,0
21.332,22.128,0.187620962315284,0.183240407463865,27.8958669123792,0
21.58,22.376,0.18775912020533,0.181254210291557,27.891326446545,0
21.828,22.624,0.157362475522742,0.154302552144071,27.5501378046737,0
22.076,22.872,0.155670398785158,0.15285688788201,28.1757263071098,0
22.324,23.12,0.301050968788841,0.286538696506876,15.3114098081761,1
22.572,23.368,0.172077799689906,0.165766575385106,27.5260615931204,0
22.82,23.616,0.170428122373473,0.16620853427795,28.0222935372058,0
23.068,23.864,0.342324914836108,0.324432849314991,13.6241694560644,1
23.316,24.112,0.17767708209127,0.174638192946164,27.9329096556839,0
23.564,24.36,0.176800971065956,0.173512206648729,28.2043243049762,0
23.812,24.608,0.193098848440422,0.189204236329215,25.8099304923714,0
24.06,24.856,0.18561492593411,0.180387257108583,27.7982544817897,0
